,Data,Label 
10715,$portfolioValuation.marginDeposit,
10716,$additionalInformation.valuationVarianceWithinThreshold,
10717,$portfolioCashProjection.cashProjectionDate,
10718,$portfolioCashProjection.cashCurrency,
10719,$portfolioCashProjection.cashAmount,
10720,$portfolioCashProjection.cashClassification,
10721,$additionalInformation.cashBaseAvailable,
10722,$items.media.fileTypeId,
10723,$items.media.thumbnail,
10724,$items.media.processing,
10725,$_meta.pageSize,
10726,$_meta.pageCount,
10727,$_meta.totalCount,
10728,$_meta.page,
10729,$media.fileTypeId,
10730,$media.thumbnail,
10731,$media.processing,
10732,$items.owned,
10733,$media.previewUrl,
10734,$media.mediaUrl,
10735,$errors.participantId,
10736,$items.dayCount,
10737,$items.exerciseCount,
10738,$items.participants.totalCount,
10739,$items.participants.items.participantId,
10740,$items.participants.items.thumbnail,
10741,$dayCount,
10742,$exerciseCount,
10743,$days.day,
10744,$days.title,
10745,$days.exercises.id,
10746,$days.exercises.title,
10747,$days.exercises.description,
10748,$days.exercises.media.fileTypeId,
10749,$days.exercises.media.thumbnail,
10750,$days.exercises.media.processing,
10751,$items.date,
10752,$items.exercises.id,
10753,$items.exercises.title,
10754,$items.exercises.description,
10755,$items.exercises.done,
10756,$items.exercises.media.fileTypeId,
10757,$items.exercises.media.thumbnail,
10758,$items.exercises.media.processing,
10759,$done,
10760,$media.videoUrl,
10761,$days.date,
10762,$statut.codeStatut,
10763,$statut.libelleStatut,
10764,$NumReservationCOL,
10765,$NumMouvementCOL,
10766,$stockId,
10767,$stockName,
10768,$completed,
10769,$periodType,
10770,$blendedIndexDetail.effectiveDate,
10771,$blendedIndexDetail.period,
10772,$blendedIndexDetail.value,
10773,$mode,
10774,$scanCode,
10775,$meta.code,
10776,$meta.message,
10777,$data.totalRecord,
10778,$data.positionList.contract,
10779,$data.positionList.bidQty,
10780,$data.positionList.askQty,
10781,$data.positionList.netQty,
10782,$data.positionList.lastPrice,
10783,$data.positionList.settlementPrice,
10784,$data.positionList.marketValue,
10785,$data.positionList.margin,
10786,$data.positionList.averagePrice,
10787,$data.positionList.coveredQty,
10788,$data.positionList.netLongOpen,
10789,$data.positionList.netShortOpen,
10790,$data.positionList.avgBid,
10791,$data.positionList.avgAsk,
10792,$data.positionList.pl,
10793,$data.positionList.contractType,
10794,$data.cheque,
10795,$data.fundTRF,
10796,$data.cash,
10797,$data.balance,
10798,$data.fpl,
10799,$data.stock,
10800,$data.allowance,
10801,$data.dfFactor,
10802,$data.margin,
10803,$data.innitialMargin,
10804,$data.availableBalance,
10805,$data.prevEquity,
10806,$data.commodityCode,
10807,$data.commodityName,
10808,$data.underlyingStockCode,
10809,$data.isCorpAct,
10810,$data.optionchain.callContract,
10811,$data.optionchain.strikePrice,
10812,$data.optionchain.putContract,
10813,$data.pmpTopic,
10814,$data.year,
10815,$data.month,
10816,$data.optionMonth,
10817,$data.contractCode,
10818,$data.exch,
10819,$data.contractType,
10820,$data.strikePrice,
10821,$data.slingShotKey,
10822,$data.PMPKey,
10823,$data.underlyingSlingShotKey,
10824,$data.underlyingPMPKey,
10825,$data.isTradable,
10826,$data.settlementPrice,
10827,$data.lotSize,
10828,$data.minTradeSpread,
10829,$data.quoteRequestResult,
10830,$data.marketDepth.buyPrice,
10831,$data.marketDepth.bvol,
10832,$data.marketDepth.sellPrice,
10833,$data.marketDepth.svol,
10834,$data.marginPerLot,
10835,$data.orderType.title,
10836,$data.orderType.typeCode,
10837,$data.payment.value,
10838,$data.payment.code,
10839,$data.validity.value,
10840,$data.validity.code,
10841,$data.settlementCurrency.value,
10842,$data.settlementCurrency.code,
10843,$data.action.value,
10844,$data.action.code,
10845,$data.OcCheckingResult,
10846,$data.newOrderResult,
10847,$data.withdrawOrderResult,
10848,$data.stockCode,
10849,$data.qty,
10850,$data.coveredQty,
10851,$data.mPrice,
10852,$data.refNo,
10853,$data.accode,
10854,$data.transferType,
10855,$data.acFrom,
10856,$data.acTo,
10857,$data.stockNo,
10858,$data.inputBy,
10859,$data.inputTime,
10860,$data.withdrawnBy,
10861,$data.excecutedDate,
10862,$data.cancelTransferResult,
10863,$dokument,
10864,$skladiste,
10865,$broj_dok,
10866,$datum_dok,
10867,$sif_partnera,
10868,$naziv_partnera,
10869,$tip_dokumenta,
10870,$zavrseno_posto,
10871,$kreirano_sa_uredjaja,
10872,$kolicina,
10873,$naziv,
10874,$oib,
10875,$sif_skladista,
10876,$element_id,
10877,$sifra,
10878,$jedinica,
10879,$barkod,
10880,$kol_pak,
10881,$sl_br_pak,
10882,$sif_stroja,
10883,$stroj,
10884,$elementi_id,
10885,$skenirano,
10886,$todo,
10887,$nedostaje,
10888,$jmj,
10889,$forsirano,
10890,$vrijeme,
10891,$verified,
10892,$roles.name,
10893,$roles.role_id,
10894,$organizationDetails.uuid,
10895,$organizationDetails.name,
10896,$organizationDetails.contactEmail,EMAIL
10897,$public,
10898,$marketing_approval,
10899,$precision,
10900,$asset,
10901,$cscore,
10902,$address_type,HADD
10903,$report_id,
10904,$early_access,
10905,$model_info.name,
10906,$model_info.uuid,
10907,$model_info.version,
10908,$order_number,
10909,$order_date,
10910,$usd_amount,
10911,$payment_due,
10912,$payment_date,
10913,$invoice_number,
10914,$payment_currency,
10915,$order_info.uuid,
10916,$order_info.order_number,
10917,$report_info_section.version,
10918,$report_info_section.address,
10919,$report_info_section.model_info.name,
10920,$report_info_section.model_info.uuid,
10921,$report_info_section.model_info.version,
10922,$report_info_section.model_info.valid_from,
10923,$report_info_section.report_id,
10924,$report_info_section.address_type,
10925,$report_info_section.address_subtype,
10926,$report_info_section.asset,
10927,$report_info_section.report_type,
10928,$report_info_section.report_time,
10929,$report_info_section.is_cluster,
10930,$report_info_section.early_access,
10931,$cscore_section.cscore,
10932,$cscore_section.risk_level,
10933,$cscore_section.description,
10934,$cscore_section.cscore_info.name,
10935,$report_info_section.description,
10936,$report_info_section.precision,
10937,$report_info_section.report_block_height,
10938,$report_info_section.address_used,
10939,$report_info_section.is_smart_contract,
10940,$cscore_section.cscore_info.group_name,
10941,$cscore_section.cscore_info.impact,
10942,$cscore_section.cscore_info.type,
10943,$cscore_section.cscore_info.id,
10944,$cscore_section.cscore_info.description,
10945,$cscore_section.cscore_info.display_priority,
10946,$profile_section.owner.name,
10947,$profile_section.owner.url,
10948,$profile_section.owner.relations.name,
10949,$profile_section.owner.relations.url,
10950,$profile_section.owner.relations.type,
10951,$profile_section.owner.relations.legal_entity_name,
10952,$profile_section.owner.relations.description,
10953,$profile_section.owner_risk_indicators.name,
10954,$profile_section.owner_risk_indicators.risk,
10955,$profile_section.owner_risk_indicators.description,
10956,$profile_section.identified_profiles.profile_name,
10957,$profile_section.identified_profiles.profile_type,
10958,$financial_analysis_section.cc_balance,
10959,$financial_analysis_section.usd_balance,
10960,$financial_analysis_section.usd_balance_without_tokens,
10961,$financial_analysis_section.usd_exchange_rate,
10962,$financial_analysis_section.first_input.block_time,
10963,$financial_analysis_section.first_input.tx_hash,
10964,$financial_analysis_section.first_input.amount,
10965,$financial_analysis_section.first_input.usd_value,
10966,$financial_analysis_section.first_input.block_height,
10967,$financial_analysis_section.first_input.activated,
10968,$financial_analysis_section.first_output.block_time,
10969,$financial_analysis_section.first_output.tx_hash,
10970,$financial_analysis_section.first_output.amount,
10971,$financial_analysis_section.first_output.usd_value,
10972,$financial_analysis_section.first_output.block_height,
10973,$financial_analysis_section.first_output.activated,
10974,$financial_analysis_section.last_input.block_time,
10975,$financial_analysis_section.last_input.tx_hash,
10976,$financial_analysis_section.last_input.amount,
10977,$financial_analysis_section.last_input.usd_value,
10978,$financial_analysis_section.last_input.block_height,
10979,$financial_analysis_section.last_input.activated,
10980,$financial_analysis_section.last_output.block_time,
10981,$financial_analysis_section.last_output.tx_hash,
10982,$financial_analysis_section.last_output.amount,
10983,$financial_analysis_section.last_output.usd_value,
10984,$financial_analysis_section.last_output.block_height,
10985,$financial_analysis_section.last_output.activated,
10986,$financial_analysis_section.transactions.avg_tx_fee,
10987,$financial_analysis_section.transactions.avg_tx_size,
10988,$financial_analysis_section.transactions.days_without_tx,
10989,$financial_analysis_section.transactions.receive_peak,
10990,$financial_analysis_section.transactions.sum_tx_fee,
10991,$financial_analysis_section.transactions.tx_count,
10992,$financial_analysis_section.transactions.days_since_start,
10993,$financial_analysis_section.transactions.cc_turnover,
10994,$financial_analysis_section.transactions.usd_turnover,
10995,$financial_analysis_section.total_input.total_cc_inflow,
10996,$financial_analysis_section.total_input.avg_cc_inflow,
10997,$financial_analysis_section.total_input.min_cc_inflow,
10998,$financial_analysis_section.total_input.max_cc_inflow,
10999,$financial_analysis_section.total_input.receive_count,
11000,$financial_analysis_section.total_input.total_usd_inflow,
11001,$financial_analysis_section.total_input.avg_usd_inflow,
11002,$financial_analysis_section.total_input.min_usd_inflow,
11003,$financial_analysis_section.total_input.max_usd_inflow,
11004,$financial_analysis_section.total_output.total_cc_outflow,
11005,$financial_analysis_section.total_output.avg_cc_outflow,
11006,$financial_analysis_section.total_output.min_cc_outflow,
11007,$financial_analysis_section.total_output.max_cc_outflow,
11008,$financial_analysis_section.total_output.sent_count,
11009,$financial_analysis_section.total_output.total_usd_outflow,
11010,$financial_analysis_section.total_output.avg_usd_outflow,
11011,$financial_analysis_section.total_output.min_usd_outflow,
11012,$financial_analysis_section.total_output.max_usd_outflow,
11013,$financial_analysis_section.financial_data.period,
11014,$financial_analysis_section.financial_data.input,
11015,$financial_analysis_section.financial_data.output,
11016,$financial_analysis_section.financial_data.total_balance,
11017,$financial_analysis_section.financial_data.total_balance_usd,
11018,$indicators_section.cat_name,
11019,$indicators_section.risk_detected,
11020,$indicators_section.is_informative,
11021,$indicators_section.sub_categories.sub_cat_name,
11022,$indicators_section.sub_categories.risk_detected,
11023,$indicators_section.sub_categories.is_informative,
11024,$other_information_section.disclaimer,
11025,$other_information_section.glossary.term,
11026,$other_information_section.glossary.description,
11027,$report_info_section.whitelist,
11028,$cscore_section.cscore_info.proximity_report_generated,
11029,$cscore_section.cscore_info.reasons.reason,
11030,$cscore_section.cscore_info.reasons.hops,
11031,$cscore_section.cscore_info.reasons.usd_value,
11032,$cscore_section.cscore_info.reasons.usd_value_on_tx_time,
